Income,Firstdate,Lastdate,Amount,rfaf2,rfaa2,pepstrfl,glast,gavr,class
1,9409,9511,0.09,2,F,0,14,14.66,0
0,9502,9510,0.08,1,F,0,20,15,0
6,8609,9509,0.23,1,F,X,15,12.06,0
4,9601,9601,0.07,1,F,0,15,15,0
5,9103,9602,0.43,4,F,X,10,13.61,0
0,8912,9603,0.14,2,G,0,30,14.11,0
0,8911,9512,0.11,1,F,X,20,11.87,0
3,9411,9602,0.12,2,F,0,12,14,0
2,8705,9601,0.31,3,E,X,10,6.04,0
2,8909,9512,0.08,1,G,0,25,18.75,0
3,8612,9512,0.21,3,E,X,12,12.43,0
1,9003,9512,0.09,1,G,0,27,26.6,0
0,9310,9603,0.14,4,G,0,20,19.2,0
5,9303,9512,0.09,1,F,0,15,9,0
0,8610,9601,0.18,3,E,0,10,6.25,0
2,8612,9601,0.47,3,F,X,3,7.64,0
0,9507,9603,0.14,3,E,X,5,6.66,0
5,8810,9504,0.13,1,G,X,50,28,0
2,8811,9701,0.27,4,D,X,5,4.53,0
5,9507,9511,0.1,2,F,0,20,12.5,0
7,9302,9510,0.11,1,G,0,25,27,0
0,8801,9603,0.25,1,E,X,12,6.18,0
0,8902,9609,0.5,4,F,X,14,11.29,0
2,8804,9512,0.16,1,F,X,20,12.1,0
0,9301,9601,0.19,4,F,0,3,8.88,0
3,9310,9510,0.08,1,G,0,50,33.75,0
3,9302,9512,0.13,2,G,0,25,20,0
0,9111,9601,0.26,3,D,X,7,6.46,0
4,9111,9602,0.16,4,F,X,20,15.66,0
5,9501,9512,0.14,2,G,0,97,51.75,0
0,9511,9511,0.06,1,F,0,20,20,0
6,8707,9510,0.33,3,D,X,6,6.43,0
0,8810,9504,0.18,1,F,0,18,9.81,0
5,8608,9504,0.25,1,E,X,10,6.55,0
2,9506,9602,0.14,3,E,X,12,10.66,0
2,9402,9504,0.15,1,G,X,25,20.6,0
2,8812,9504,0.1,1,F,X,20,11.14,0
4,9103,9512,0.11,1,F,0,19,14,0
4,8909,9506,0.21,1,E,X,13,9.37,0
5,8702,9512,0.15,1,F,X,15,9.1,1
0,8810,9512,0.1,1,G,0,35,25.71,0
3,9411,9510,0.08,1,G,0,25,17.5,0
2,8701,9506,0.27,1,E,X,11,5.15,0
3,8911,9512,0.15,2,E,0,10,12.1,0
6,8612,9603,0.23,1,G,X,30,21.07,0
0,9408,9601,0.12,3,E,0,10,9,0
4,8611,9601,0.3,1,E,X,10,3.72,0
4,9111,9511,0.14,1,F,X,15,10.87,0
4,9401,9511,0.12,1,F,X,20,12.5,0
7,9301,9510,0.1,1,F,0,16,10.5,0
0,9310,9512,0.08,1,G,0,25,11.66,0
5,9210,9601,0.2,2,F,X,20,12.4,0
0,9002,9602,0.12,1,F,0,20,8.66,0
4,9109,9601,0.17,2,F,X,10,10.07,0
7,9102,9601,0.19,4,D,0,5,5.5,0
0,9010,9701,0.38,4,F,X,220,17.93,0
4,9501,9602,0.09,1,F,0,20,12.5,0
3,9110,9601,0.12,1,F,0,17,9.83,0
0,9509,9509,0.14,1,G,0,25,25,0
5,9502,9511,0.07,1,G,0,25,37.5,0
4,9002,9612,0.13,1,F,0,25,15.42,0
4,9401,9603,0.18,2,F,X,15,10.5,0
2,8608,9512,0.2,3,E,X,14,14.33,0
3,8809,9702,0.24,3,E,X,0,8.38,0
0,9002,9602,0.09,1,G,0,25,15.66,0
3,8801,9512,0.2,2,F,X,10,8.5,0
3,9210,9511,0.07,1,F,0,20,17.33,0
3,9004,9602,0.24,3,E,X,11,8.56,0
1,8704,9701,0.19,2,F,X,10,9.07,0
2,9501,9602,0.26,4,D,X,7,5.83,0
7,9507,9507,0.04,1,G,0,50,50,0
3,9310,9511,0.14,3,E,0,12,11.2,0
1,8703,9701,0.53,4,G,X,10,8.96,0
3,9210,9506,0.14,1,F,0,15,10,0
1,9311,9504,0.08,1,G,0,30,26.66,0
3,9501,9508,0.08,1,G,0,25,17.5,0
4,9403,9512,0.11,1,F,0,15,10.33,0
2,9601,9601,0.07,1,F,0,15,15,1
5,9010,9512,0.16,1,G,0,38,23.77,0
6,8612,9603,0.26,1,E,X,10,5.71,0
4,9401,9506,0.21,2,G,X,21,21.75,0
3,9310,9504,0.08,1,F,0,15,10.33,0
4,9401,9509,0.06,1,G,0,25,25,0
0,9202,9506,0.21,1,F,0,15,8.72,0
4,8911,9602,0.13,1,G,0,40,26.37,0
0,9602,9602,0.14,1,F,0,20,20,0
7,9602,9602,0.07,1,F,0,15,15,0
4,8612,9509,0.12,1,F,0,15,7.42,0
5,9410,9512,0.1,2,F,X,20,12,0
7,9302,9512,0.07,1,G,0,25,15,0
3,8612,9602,0.24,2,F,X,20,8.45,0
0,9403,9510,0.12,3,E,0,11,8.75,0
7,8910,9602,0.16,2,E,X,13,7.9,0
2,9110,9509,0.25,2,F,X,18,7.28,0
0,8708,9508,0.19,1,F,X,20,14.78,0
0,9503,9511,0.1,1,F,0,20,17.5,0
2,8803,9601,0.15,2,F,0,10,10.85,0
0,9309,9511,0.13,3,E,0,10,8.75,0
4,8802,9603,0.19,2,E,X,15,7.5,0
0,9101,9512,0.26,3,D,X,7,5,0
1,8909,9510,0.13,1,F,X,15,13.37,0
0,9508,9512,0.11,2,G,0,40,30,0
0,8701,9601,0.3,4,E,X,5,3.28,0
4,8909,9507,0.19,3,E,X,5,6.16,0
7,9301,9603,0.12,2,F,0,12,9.6,0
2,9601,9601,0.07,1,F,0,20,20,0
1,9409,9512,0.09,1,F,0,15,11.5,0
0,9402,9512,0.12,3,G,X,20,17,0
2,8608,9511,0.14,1,F,X,15,8,0
1,9402,9602,0.16,3,E,0,10,7.2,0
0,9601,9601,0.07,1,F,0,15,15,0
0,8704,9509,0.25,3,D,X,5,4.64,0
6,9210,9512,0.3,2,F,X,16,11.06,0
3,9407,9504,0.08,1,F,0,17,16,0
0,8801,9512,0.26,4,E,X,12,4.58,0
1,9001,9504,0.26,1,F,X,19,12.17,0
4,9402,9512,0.09,1,F,0,15,11.66,0
3,9311,9603,0.09,1,G,0,27,19.66,0
3,8903,9603,0.35,3,F,X,20,10.32,0
1,8610,9511,0.35,1,E,X,10,2.95,0
0,8811,9504,0.18,1,E,X,12,11.04,0
0,9509,9509,0.07,1,F,0,15,15,0
4,8610,9511,0.37,3,D,X,5,4.89,1
5,9411,9603,0.13,2,F,0,10,12.66,0
4,9502,9602,0.16,3,E,X,10,9,0
1,8608,9603,0.27,1,E,X,10,6.4,0
3,9506,9607,0.12,2,F,0,20,17,0
0,9409,9505,0.2,2,G,0,25,19.16,0
6,8701,9512,0.2,3,E,0,6,7.61,0
4,9409,9603,0.16,3,E,0,13,9.75,0
3,9509,9509,0.08,1,F,0,15,15,0
2,8905,9511,0.13,3,G,0,10,17.66,0
3,8609,9603,0.3,4,D,X,5,6.26,0
1,9410,9602,0.25,4,D,X,3,4.71,0
2,8909,9505,0.29,1,G,X,25,14.45,0
1,9004,9512,0.11,2,G,0,25,18,0
2,9201,9601,0.1,2,F,X,20,14.4,0
1,8609,9507,0.28,2,E,X,10,7.16,0
0,9403,9603,0.11,1,F,X,18,14.5,0
2,8608,9603,0.5,4,F,X,9,6.4,0
5,9104,9509,0.24,3,F,X,15,8.71,0
5,9203,9506,0.06,1,F,0,15,15,0
0,9004,9602,0.52,4,F,X,15,7.8,0
0,9109,9603,0.14,1,F,0,15,8.57,0
0,8809,9512,0.17,1,E,X,12,9.41,1
5,8909,9512,0.19,1,E,X,13,10.45,0
5,9507,9602,0.09,2,F,0,15,10,0
0,9002,9505,0.13,1,F,0,18,14.33,0
2,9512,9602,0.06,1,F,0,20,20,0
0,9209,9507,0.2,2,E,X,12,7.8,0
2,8608,9512,0.6,4,E,X,10,5.69,0
0,8904,9512,0.17,1,F,X,15,10,0
1,9301,9511,0.2,2,F,X,10,14.24,0
0,8812,9512,0.15,1,F,0,20,10,0
6,8909,9512,0.15,1,G,X,50,19.44,0
5,8701,9605,0.27,4,E,X,10,9.41,0
5,9309,9601,0.19,3,E,X,10,9.45,1
6,9507,9602,0.13,3,E,0,10,10,1
6,9302,9602,0.1,1,F,X,20,10,0
6,9101,9508,0.09,1,F,0,20,13.33,0
4,8702,9506,0.15,2,F,0,20,9.25,0
0,9501,9512,0.13,2,F,0,15,11.66,0
7,9401,9512,0.17,4,E,X,10,10,0
0,8702,9512,0.21,2,E,X,13,11.8,0
2,8609,9603,0.32,4,D,X,5,3.66,0
0,9601,9601,0.2,1,F,0,20,20,0
5,9510,9603,0.17,3,E,0,10,10,0
4,8911,9512,0.17,1,G,X,26,10.54,0
5,8608,9512,0.53,4,D,X,5,5.48,1
5,9209,9701,0.16,2,F,X,10,9.33,0
3,9303,9601,0.19,3,G,0,17,15.5,0
4,8812,9512,0.14,1,E,0,10,26.2,0
3,9411,9512,0.16,3,E,0,10,8.75,0
0,8704,9510,0.23,4,G,X,32,14.55,0
2,8910,9505,0.16,1,F,X,16,14.44,0
2,9209,9506,0.15,1,F,X,19,14.14,0
5,9002,9505,0.13,1,G,X,35,26,0
1,9510,9609,0.14,3,E,0,10,8.5,0
1,8702,9512,0.34,2,E,X,10,6.53,0
2,9409,9512,0.08,1,F,0,15,12.5,0
2,9301,9512,0.1,1,F,0,20,11.75,0
6,9409,9511,0.08,1,F,0,20,19,0
2,8609,9602,0.37,4,D,X,7,4.89,0
4,8706,9701,0.26,2,E,X,5,8.53,1
1,9210,9609,0.09,1,F,0,0,8,0
0,9312,9506,0.08,1,G,0,25,18.33,0
6,8609,9511,0.27,4,D,X,3,4.05,0
1,8704,9512,0.23,1,E,X,8,7.18,0
4,9407,9602,0.12,2,F,0,17,12.33,0
5,9401,9512,0.09,1,F,0,17,14,0
1,9401,9507,0.09,1,F,0,15,11.66,0
6,8608,9602,0.37,3,F,X,12,7.1,1
2,8803,9512,0.25,4,F,X,17,13.13,0
4,9112,9512,0.12,1,G,0,25,22.14,0
3,8902,9510,0.15,1,F,X,20,8.11,0
2,9512,9512,0.08,1,F,0,20,20,0
5,9510,9510,0.07,1,F,0,20,20,0
0,8703,9512,0.15,2,F,0,22,18.36,0
4,9602,9602,0.07,1,F,0,20,20,0
6,9102,9512,0.2,2,E,0,12,8.36,0
6,9205,9512,0.19,3,E,0,10,6.88,0
0,9210,9510,0.09,1,G,0,30,17.5,0
3,9209,9512,0.19,2,F,X,15,9.22,1
7,9105,9511,0.11,1,F,X,15,18.33,0
5,8609,9504,0.2,1,F,X,20,6.57,0
5,9006,9602,0.12,2,F,0,19,12.85,0
5,8609,9506,0.37,1,E,X,12,10.8,0
5,8809,9602,0.09,1,F,0,18,15,0
5,9301,9602,0.2,2,G,X,25,21.5,0
5,8704,9511,0.22,2,E,X,11,7.14,0
2,8703,9512,0.22,1,E,X,10,4.62,0
4,8704,9603,0.34,4,E,X,12,11.78,0
4,9603,9603,0.07,1,G,0,30,30,0
5,9301,9601,0.12,3,E,0,7,6.75,0
4,9101,9512,0.13,2,G,X,25,14.11,0
2,8609,9511,0.18,1,F,X,21,9.78,0
6,9602,9602,0.07,1,F,0,20,20,0
0,8608,9512,0.51,4,E,X,10,9.63,0
3,9509,9509,0.02,1,G,0,100,100,0
2,8610,9504,0.14,1,F,0,18,10.7,0
2,9011,9601,0.23,3,E,X,10,7.16,0
4,9509,9601,0.11,2,F,0,20,20,0
0,9210,9603,0.19,4,F,X,17,15.84,0
4,8809,9602,0.26,2,E,X,10,5.73,0
4,9203,9511,0.07,1,G,0,37,29.66,0
0,9410,9509,0.12,2,G,0,25,18.33,0
5,9211,9511,0.22,4,F,0,6,9.5,0
1,9310,9608,0.19,3,F,X,10,12.7,0
5,9410,9603,0.22,4,D,X,5,4.83,0
2,8909,9509,0.15,3,F,0,15,9.1,0
4,9312,9603,0.26,4,E,X,10,10.27,0
0,9101,9511,0.2,1,E,X,12,11.41,0
1,8703,9602,0.27,4,E,X,5,6.09,0
0,9201,9512,0.33,4,D,0,6,4.33,1
3,9602,9603,0.13,2,F,0,10,12.5,0
5,9311,9512,0.07,1,F,0,20,15,0
2,9409,9511,0.08,1,F,0,15,12.5,0
7,9110,9512,0.07,1,G,0,60,28.75,0
6,8909,9512,0.15,3,F,X,15,12.2,0
7,9410,9506,0.09,1,G,0,30,25,0
0,8909,9603,0.16,3,E,X,10,8,0
5,9602,9602,0.07,1,F,0,20,20,0
2,8612,9506,0.15,1,G,X,25,8.6,0
2,8610,9504,0.21,1,G,X,25,14.78,0
5,9409,9511,0.12,2,F,0,15,10.33,0
6,9602,9603,0.06,1,F,0,50,35,0
3,8809,9505,0.09,1,F,0,16,13.2,0
2,9009,9612,0.21,1,F,0,10,11.53,0
3,9209,9506,0.06,1,G,0,25,21.66,0
5,9602,9602,0.07,1,F,0,15,15,0
3,8809,9601,0.26,2,E,X,8,7.81,0
2,9012,9512,0.26,4,E,X,10,9.62,0
2,9508,9508,0.08,1,F,0,15,15,0
7,8712,9603,0.14,1,F,X,15,16.33,0
3,8702,9511,0.22,2,E,X,10,6.93,0
1,8810,9510,0.22,1,E,X,12,14.03,0
2,9309,9602,0.21,3,E,X,12,8.12,0
6,8703,9506,0.23,1,E,X,14,9,0
1,9503,9603,0.12,2,F,0,10,11.66,0
5,9002,9601,0.16,1,G,0,100,23.83,0
1,9509,9509,0.06,1,F,0,15,15,0
0,9102,9601,0.2,1,F,X,11,10.25,0
0,9501,9602,0.12,2,G,X,50,26.66,0
4,9111,9511,0.11,1,F,0,15,10.6,0
3,8702,9601,0.11,1,F,0,20,12.28,0
0,9102,9512,0.12,2,G,0,100,63.57,0
4,9004,9602,0.22,2,F,X,5,4.4,0
6,9302,9508,0.26,1,F,0,15,10.54,0
5,8803,9601,0.15,1,F,X,15,17.77,0
3,9511,9511,0.08,1,F,0,15,15,0
6,9502,9601,0.09,1,F,0,20,15,0
3,8611,9512,0.16,2,G,X,36,10.09,0
1,9410,9507,0.08,1,F,0,20,15,0
5,9506,9601,0.14,3,F,X,15,10,0
6,8609,9512,0.29,3,G,X,27,17.95,0
2,9411,9507,0.12,2,F,0,15,13.33,0
5,8703,9601,0.21,1,E,X,10,7.6,0
0,9502,9512,0.16,3,F,X,22,10.5,0
5,9510,9603,0.15,3,F,0,6,12.66,0
7,9410,9601,0.2,4,F,X,12,11.5,0
5,8809,9603,0.33,4,D,X,3,3.82,0
7,9110,9602,0.19,3,G,X,20,11.8,1
6,9101,9509,0.07,1,G,0,50,42.5,0
3,9312,9605,0.26,4,E,X,10,7.93,1
5,9602,9602,0.08,1,F,0,15,15,0
2,8906,9511,0.15,1,F,0,20,10.83,0
5,9403,9601,0.07,1,F,0,16,13,0
0,9501,9511,0.2,3,E,X,10,8,0
1,9410,9512,0.1,2,F,0,20,10,0
2,8704,9601,0.27,4,F,X,15,13.15,0
4,8701,9507,0.26,2,F,X,16,12.1,0
1,8811,9504,0.13,1,F,0,16,9.87,0
2,9110,9512,0.11,1,F,0,20,11.2,1
5,9602,9602,0.07,1,G,0,33,33,0
0,9210,9506,0.08,1,F,0,21,16.25,0
0,9209,9507,0.2,2,F,X,15,7.2,0
7,9506,9506,0.06,1,F,0,15,15,0
2,9602,9602,0.07,1,F,0,20,20,0
6,8809,9603,0.2,4,E,0,5,6.63,0
5,9302,9601,0.39,4,D,X,5,3.5,0
2,9209,9505,0.22,1,F,X,15,14.84,0
2,9511,9602,0.1,2,F,0,15,12.5,0
2,8904,9508,0.11,1,F,X,17,11.72,0
3,9012,9601,0.2,3,E,X,4,6.54,0
7,9202,9602,0.08,1,F,0,15,12.57,0
7,9507,9507,0.07,1,F,0,15,15,0
5,9502,9603,0.16,3,E,X,5,8.75,0
5,9003,9504,0.19,1,F,0,20,11.91,0
3,8612,9601,0.26,3,D,X,6,3.64,0
0,9103,9505,0.1,1,G,0,35,22.5,0
6,8612,9511,0.2,2,E,X,10,6.91,0
5,9401,9512,0.09,1,F,0,20,14.66,0
0,9507,9603,0.16,4,G,X,6,15.5,0
6,9510,9510,0.07,1,F,0,15,15,0
0,9302,9511,0.09,2,F,0,20,13.75,0
3,8903,9512,0.18,2,F,0,15,9.9,0
5,8610,9511,0.18,1,E,X,10,7.15,0
5,9412,9603,0.15,3,F,0,15,15,1
3,9412,9509,0.16,3,F,X,5,13.75,0
0,9301,9512,0.4,4,D,X,3,3.16,0
7,9303,9506,0.08,1,F,0,15,10.33,1
0,9602,9602,0.07,1,F,0,20,20,0
6,9309,9601,0.22,3,E,X,12,8,0
0,8910,9512,0.22,2,G,X,10,15,0
5,9512,9512,0.09,1,F,0,15,15,0
2,8704,9512,0.25,1,E,X,10,9.26,0
5,9310,9508,0.1,2,F,0,20,13.75,0
0,9510,9510,0.06,1,G,0,25,25,0
6,9506,9512,0.13,3,F,0,12,14,0
4,9005,9511,0.13,1,G,X,30,13,0
2,9409,9511,0.09,1,F,0,17,11,0
7,9302,9602,0.15,2,G,0,25,18.85,0
4,9309,9603,0.1,1,G,0,30,26.25,0
0,9602,9602,0.06,1,G,0,50,50,0
5,9601,9601,0.07,1,F,0,20,20,0
6,9002,9612,0.14,2,F,0,10,11.5,0
0,9510,9510,0.05,1,F,0,20,20,0
6,9301,9602,0.25,3,E,X,10,6.57,0
5,8706,9512,0.35,1,E,X,10,7.06,0
5,9310,9512,0.19,1,F,X,15,11.66,1
6,8906,9601,0.35,4,D,X,4,5.15,0
0,9401,9512,0.11,1,F,0,15,9.33,0
2,9011,9603,0.2,1,F,0,15,10.62,0
0,9602,9602,0.07,1,G,0,25,25,0
6,9407,9602,0.1,1,F,0,17,12.33,0
4,9101,9512,0.25,4,G,X,25,23.43,0
2,8701,9603,0.26,3,E,X,10,5.38,0
4,9409,9512,0.11,2,F,0,16,11.66,0
3,8801,9603,0.18,3,E,X,10,6.45,0
7,8801,9506,0.16,1,G,X,25,36.09,0
5,9209,9512,0.12,3,G,0,30,31.66,0
5,9506,9506,0.06,1,F,0,20,20,0
7,9603,9603,0.1,1,F,0,20,20,0
3,9509,9509,0.06,1,F,0,20,20,0
3,9501,9601,0.15,3,E,X,10,8.5,0
5,9507,9507,0.04,1,G,0,50,50,0
7,9210,9603,0.13,1,G,0,25,11.71,0
5,9506,9512,0.09,2,F,0,24,19.5,0
6,9301,9601,0.24,4,E,X,10,7.87,0
5,9401,9512,0.1,1,G,0,60,53.33,0
4,9103,9512,0.29,4,G,X,20,12.48,0
0,8704,9512,0.21,3,F,X,20,10.7,0
0,8708,9507,0.16,1,E,X,10,8.83,0
4,9510,9512,0.12,2,F,0,6,10.5,0
4,9602,9602,0.07,1,G,0,25,25,0
6,8611,9601,0.13,1,G,0,35,25,0
5,9501,9503,0.08,1,G,0,25,15,0
6,8609,9602,0.21,2,F,X,16,8.58,0
0,9011,9505,0.14,1,G,X,25,16.25,0
2,9301,9507,0.1,1,G,0,100,31.57,0
0,9010,9512,0.14,3,E,0,9,8.93,0
3,9409,9603,0.17,4,E,0,6,6.2,0
7,9201,9512,0.09,1,G,0,25,16.25,0
0,9304,9512,0.15,3,E,0,7,7.16,0
7,9302,9512,0.12,1,F,0,20,10,0
5,9102,9603,0.15,2,F,X,20,17.33,0
4,9302,9602,0.07,1,F,0,17,15.66,0
2,8903,9511,0.16,4,D,0,3,4.12,0
2,8609,9603,0.13,1,F,X,15,9.62,0
1,9104,9512,0.09,1,G,X,25,19.8,0
7,9507,9507,0.07,1,F,0,20,20,0
0,9410,9603,0.14,3,F,0,10,11.25,0
1,9301,9602,0.1,1,F,0,15,13.75,0
7,9501,9508,0.09,1,F,0,20,15,0
1,8611,9603,0.29,3,D,X,6,7.95,0
2,9412,9505,0.1,1,F,0,17,13.5,0
0,9010,9602,0.24,2,E,X,11,7.93,0
3,9409,9512,0.25,4,F,X,15,12.25,0
0,8910,9512,0.18,2,E,X,11,8.09,1
2,9202,9512,0.09,1,F,0,20,18,0
1,8612,9510,0.21,1,E,X,10,6.63,0
5,9401,9512,0.1,1,F,0,15,10,0
6,9602,9602,0.07,1,G,0,25,25,0
0,9412,9508,0.08,1,F,0,24,21,0
0,8710,9504,0.2,1,E,X,10,7.46,0
0,8902,9504,0.15,1,F,X,15,10.8,0
0,9601,9601,0.07,1,F,0,15,15,0
7,9409,9603,0.16,3,E,0,8,7.5,0
5,9511,9602,0.11,2,F,0,20,12.5,0
1,9409,9601,0.14,3,E,0,10,10,0
2,9102,9512,0.24,4,F,0,14,9.87,0
4,9011,9506,0.26,1,E,X,10,10.92,0
5,8703,9503,0.17,1,F,X,15,8.75,0
0,8902,9504,0.26,1,F,X,20,17.05,0
5,9507,9601,0.13,3,F,0,20,20,0
4,9004,9512,0.18,1,F,0,15,9.16,0
6,8609,9601,0.16,2,F,X,14,11,0
0,9302,9512,0.31,3,E,X,11,8.71,0
1,8909,9602,0.2,3,E,X,11,8.08,0
1,9209,9504,0.22,1,E,X,14,9.7,0
0,8705,9512,0.26,1,E,X,10,7.26,0
0,8809,9511,0.17,3,E,X,13,8.25,0
2,9601,9601,0.07,1,F,0,20,20,0
2,9510,9603,0.11,2,G,0,25,17.5,0
4,8608,9512,0.2,2,F,X,16,6.66,0
2,9003,9506,0.1,1,G,0,25,20,0
4,8702,9512,0.35,3,D,X,6,2.6,0
5,9209,9510,0.1,2,F,0,24,23.4,0
0,9309,9512,0.2,3,G,X,20,12.12,0
0,9509,9601,0.1,2,F,0,20,15,0
1,9203,9504,0.18,1,G,0,50,13.33,0
5,9501,9601,0.25,4,D,X,7,5.71,0
5,8609,9603,0.34,2,G,X,25,15.12,0
5,9501,9512,0.15,3,G,X,25,18.75,0
4,8907,9512,0.16,2,E,0,13,8.5,0
0,9310,9602,0.25,3,E,X,10,6.5,0
4,8911,9511,0.33,1,F,X,17,28.8,0
5,9601,9603,0.13,2,G,0,25,17.5,0
0,9110,9512,0.15,1,G,X,50,18,0
0,9401,9601,0.18,4,E,X,10,6.83,0
7,9410,9508,0.08,1,F,0,15,15,0
2,9601,9601,0.07,1,F,0,15,15,0
5,8708,9601,0.28,1,G,X,25,12.6,0
4,8801,9508,0.11,1,G,0,25,17.62,0
4,9302,9512,0.17,3,F,X,15,11.16,0
2,9502,9509,0.09,1,F,0,15,10,0
0,9009,9603,0.3,4,E,X,10,5.06,0
0,8910,9609,0.22,3,F,X,10,12.83,0
4,8704,9603,0.28,4,D,X,5,5.36,0
1,9407,9508,0.19,4,G,X,25,18.33,0
0,9412,9505,0.04,1,G,0,100,60,0
5,8906,9511,0.25,2,G,X,30,24.47,0
0,9409,9512,0.08,1,F,0,20,17.5,0
5,8801,9601,0.21,3,F,X,10,10.17,1
1,9110,9509,0.14,1,F,0,15,12.25,0
6,9602,9602,0.07,1,G,0,25,25,0
7,8608,9509,0.32,1,F,X,17,2.87,0
2,9209,9602,0.13,1,F,0,20,10.33,0
0,9601,9603,0.13,2,F,0,6,13,0
2,9310,9510,0.06,1,G,0,25,17.5,0
7,9304,9510,0.32,3,F,X,20,11.41,0
3,9309,9511,0.31,4,D,X,5,2.83,0
6,8801,9601,0.19,3,E,X,9,8.25,0
4,8701,9512,0.55,4,D,X,5,2.99,0
1,9502,9512,0.12,2,G,0,32,29,0
2,9009,9511,0.12,1,F,0,15,8.83,0
7,9201,9602,0.09,1,G,0,25,26.25,0
2,9407,9504,0.07,1,F,0,22,16,0
5,8809,9508,0.18,1,F,X,16,10.81,0
3,8812,9511,0.27,4,E,X,12,6.2,0
2,9501,9511,0.19,4,F,X,21,16.8,0
0,9102,9512,0.29,1,F,X,25,20.3,0
4,9504,9602,0.09,2,F,0,21,18,0
4,9012,9510,0.16,3,F,X,15,10.77,0
4,8608,9603,0.37,4,D,X,6,4,0
4,9101,9507,0.11,1,F,0,20,20,0
5,9310,9602,0.16,4,E,0,14,12.33,0
0,8910,9601,0.21,2,F,0,10,11,0
6,8905,9512,0.12,2,G,0,40,23.75,0
5,9106,9601,0.09,1,G,0,25,18,0
0,9210,9511,0.23,2,F,X,10,12.08,1
0,9401,9512,0.2,3,F,X,15,10.28,0
5,9502,9506,0.09,1,F,0,15,10,0
1,8703,9601,0.17,1,F,X,15,9.16,0
4,8811,9602,0.32,4,D,X,6,5,0
1,8909,9511,0.29,3,E,X,2,4.31,0
0,9402,9508,0.2,2,G,X,45,35.37,0
5,8809,9702,0.2,1,G,X,40,29.77,0
1,8612,9612,0.17,1,E,X,10,9.68,0
4,9201,9603,0.18,4,E,X,3,6.55,0
5,8610,9504,0.33,1,E,X,10,5.96,0
4,9206,9612,0.17,3,E,X,10,7.92,0
6,8701,9702,0.23,1,E,X,6,7.63,0
1,8704,9509,0.29,2,E,X,10,4.22,0
6,9201,9510,0.07,1,G,0,40,32.5,0
5,9404,9509,0.15,3,F,0,16,13.6,0
0,9202,9511,0.27,3,E,0,5,4.87,0
5,8611,9701,0.2,2,E,X,0,10.4,0
0,9109,9512,0.29,3,D,X,9,5.75,0
4,9601,9601,0.06,1,F,0,20,20,0
1,9001,9509,0.24,2,E,X,13,8.42,0
1,9401,9603,0.09,1,F,0,18,14.66,0
5,9311,9512,0.1,1,F,0,20,11.66,0
5,8809,9512,0.2,1,F,X,18,15,0
4,9509,9509,0.07,1,F,0,15,15,0
0,9504,9504,0.05,1,F,0,20,20,0
0,9501,9512,0.2,3,E,0,10,9,0
6,9502,9512,0.17,4,G,X,25,17.2,0
7,9301,9505,0.11,1,F,0,15,9.2,0
3,8707,9601,0.25,3,D,X,8,5.66,0
3,8801,9504,0.23,1,F,X,20,10.16,0
4,8809,9601,0.22,3,F,X,15,11.94,0
4,9301,9512,0.08,1,F,0,20,13.33,1
5,9201,9512,0.25,4,D,X,6,3.63,0
2,8902,9602,0.27,2,G,X,25,8.52,0
4,9401,9511,0.1,1,F,0,15,8.33,0
5,9401,9509,0.3,4,D,X,6,4.11,0
6,9105,9512,0.15,1,G,X,25,9.37,0
1,8609,9601,0.36,1,E,X,14,7.25,0
4,9408,9509,0.1,1,F,0,17,15.66,0
5,9301,9503,0.12,1,F,0,17,15.66,0
4,8704,9509,0.13,1,F,X,15,8.5,0
3,8609,9509,0.25,2,E,X,12,10.5,0
3,8809,9509,0.23,1,F,X,15,11.82,0
4,9009,9512,0.26,4,E,X,8,5.21,0
2,8812,9512,0.08,1,F,0,20,23.75,0
2,8901,9511,0.25,1,E,X,10,5.55,0
0,9602,9602,0.07,1,G,0,25,25,0
5,8901,9511,0.15,3,F,X,20,14.22,0
1,8608,9601,0.22,2,E,X,10,7.4,0
0,8810,9511,0.26,1,E,X,13,9.16,0
4,9509,9602,0.21,4,E,0,12,9.5,0
1,9601,9601,0.07,1,G,0,25,25,0
7,8608,9512,0.29,2,G,X,15,16.5,1
7,8808,9510,0.15,1,F,X,21,15.16,1
7,9506,9512,0.14,3,E,0,12,11.33,0
4,9403,9511,0.3,4,E,X,10,10.18,0
0,8710,9603,0.21,2,F,0,20,6.53,1
2,9506,9603,0.18,4,E,X,12,7.25,0
4,9102,9505,0.1,1,F,0,20,10.8,0
6,9206,9512,0.1,1,G,0,50,36,0
2,9506,9506,0.06,1,F,0,18,18,0
0,8610,9506,0.18,2,F,X,15,15.15,0
0,9509,9603,0.14,3,E,0,12,11.33,0
6,9202,9512,0.27,4,D,X,3,5.69,0
0,8610,9507,0.21,1,F,X,15,9.29,0
2,9202,9702,0.26,2,F,0,10,9.9,0
7,9101,9511,0.11,2,F,0,17,10.5,0
5,8710,9511,0.22,1,E,X,10,6.62,0
2,9109,9702,0.23,3,E,X,10,8.54,0
4,9301,9504,0.13,1,F,0,17,15,0
1,8809,9510,0.13,1,F,0,20,16.87,0
2,8608,9511,0.13,1,F,X,20,16.25,0
4,8911,9602,0.2,3,E,X,14,9.08,0
7,9310,9505,0.06,1,F,0,16,13,0
6,8701,9601,0.16,3,G,X,17,19.59,0
0,9601,9601,0.07,1,G,0,25,25,0
